title|overview|genres_|keywords_
Ironclad|In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.|Romance_Adventure_Action_History|ambush_hero_fight_castle_battlefield_duel_king_order of the templars
Waterloo|After defeating France and imprisoning Napoleon on Elba, ending two decades of war, Europe is shocked to find Napoleon has escaped and has caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best generals in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army.|History_Action_Drama|biography_napoleon bonaparte_waterloo
Kung Fu Jungle|A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.|Crime_Action_Thriller|martial arts_kung fu_serial killer
Red Sky|Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.|Action_Thriller|love triangle_middle east_fight_kidnapping_missile_pilot_honor_betrayal_mission_conspiracy_attack_explosion_combat_jet_military_rogue_squad_wmd_dog fight
Dangerous Liaisons|Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned in this love triangle drama.|Drama_Romance|lovesickness_sexuality_cheating_cynic_ladykiller_fiancé_arranged marriage_passion_seduction_love letter_boredom_courtly life_french revolution_lover_plan_praise_gender roles
On the Road|"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S."|Adventure_Drama|based on novel_cemetery_narration_nudity_funeral_song_friendship_road trip_marijuana_snow_cigarette smoking_writer_photograph_on the road_sex scene_typewriter_voice over_suicide thoughts_road movie_denver colorado_kerouac
Star Trek IV: The Voyage Home|Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!|Science Fiction_Adventure|saving the world_san francisco_uss enterprise-a_time travel_whale_marine biologist_vulcan_space opera
Rocky Balboa|When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.|Drama|philadelphia_transporter_fight_love of one's life_publicity_boxer_grave_tombstone_tv station_boxing match_comeback_training_restaurant owner_world champion_challenger_virtual fight_defeat_victory_cancer_over-the-hill fighter
Scream 2|Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.|Horror_Mystery|film festivals_slaughter_slasher
Jane Got a Gun|After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.|Action_Drama_Western|
Think Like a Man Too|All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.|Comedy_Romance|
The Whole Nine Yards|A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.|Comedy_Crime|bounty_gangster boss_montreal_gangster_dentist_hoodlum
Footloose|When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.|Drama_Family_Music_Romance|dancing_dancer_dance_music_dance teacher
Old School|Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.|Comedy|sex doll_streaking_mouth to mouth resuscitation
The Fisher King|Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.|Comedy_Drama|holy grail_homeless person_loss of lover_mental disease_sense of guilt_suppressed past_yuppie_cynic_fantasy_self-discovery_housebreaking_forgiveness_gun rampage_talk show_legend_unsociability_person running amok
I Still Know What You Did Last Summer|Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?|Horror_Mystery_Thriller|competition_island_radio_bahamas_college_knife_fisherman_vacation_revenge_murder_marijuana_resort_blood_slasher_storm_hook_killer
Return to Me|It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.|Romance_Comedy_Drama|transplantation_love of one's life_veterinarian_woman director
Zack and Miri Make a Porno|Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.|Comedy|pornography_love of one's life_platonic love_pornographic video_best friend_sex comedy_best friends in love_aftercreditsstinger_duringcreditsstinger
Nurse Betty|What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.|Comedy_Crime_Thriller|independent film_native american_violence_soap opera_used car dealer_nurse uniform_female bartender_tv production_heart specialist_formosa cafe hollywood_tv writer_murderer duo
The Men Who Stare at Goats|A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.|Comedy_War|vietnam veteran_kuwait_new age_staring contest_drug use_paranoid fantasy_hippie lifestyle
Double Take|The governor of a Mexican state is assassinated. Soon after, junior executive Daryl Chase's life turns upside down: after he flags a huge transfer of funds from a Mexican account as probably illegal, he's attacked in his apartment, rescued by a CIA agent, finds his secretary shot dead, and witnesses two cops get killed. He calls the CIA guy who tells him to grab the next train to Mexico. Leaving M|Adventure_Drama_Action_Comedy_Romance|mexico_cia_fbi_train
Girl, Interrupted|"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside."|Drama|based on novel_suicide attempt_puberty_biography_borderline personality disorder
Win a Date with Tad Hamilton!|A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.|Comedy_Romance|celebrity_romantic comedy_male female relationship_movie star
Muppets from Space|When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.|Fantasy_Comedy_Science Fiction_Family|puppet_the muppets
The Wiz|"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24-year-old schoolteacher named Dorothy Gale (Diana Ross) lives with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, as Aunt Em teases her, ""never been south of 125th Street"", and refuses to move out and on with her life."|Adventure_Family_Fantasy_Music|melancholy_little dog_based on stage musical_based on film_wizard
Ready to Rumble|Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.|Action_Comedy_Drama|wrestling_sport
Play It to the Bone|Two aging fighters in LA, friends, get a call from a Vegas promoter because his undercard fighters for a Mike Tyson bout that night are suddenly unavailable. He wants them to box each other. They agree as long as the winner gets a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas.|Comedy_Drama|sport
I Don't Know How She Does It|A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.|Romance_Comedy|pregnancy_family vacation_widower_working mum_in-laws
Piranha 3D|Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.|Comedy_Horror|yacht_movie in movie_scuba diving_piranha_spring break_man eaten by monster_3d
Beyond the Sea|Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy.|Drama_Music|musical_perfectionist_rowboat_courtship
Meet the Deedles|Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.|Animation_Comedy_Family|
The Thief and the Cobbler|It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality ... Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But... the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city... existed a Thief, who shall be ... nameless.|Adventure_Fantasy_Animation_Science Fiction_Family|prophecy_witch_princess_battle_desert_troubled production_unfinished film
The Bridge of San Luis Rey|The Bridge of San Luis Rey is American author Thornton Wilder's second novel, first published in 1927 to worldwide acclaim. It tells the story of several interrelated people who die in the collapse of an Inca rope-fiber suspension bridge in Peru, and the events that lead up to their being on the bridge.[ A friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die. The novel won the Pulitzer Prize in 1928.|Romance_Drama|based on novel_bridge_peru_period drama_18th century_woman director_collapse
Faster|Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.|Crime_Drama_Action_Thriller|
Howl's Moving Castle|When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.|Fantasy_Animation_Adventure|flying_witch_rain_castle_scarecrow_body exchange_hatter_bakery_demon_anime
Zombieland|Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.|Comedy_Horror|washington d.c._sister sister relationship_post-apocalyptic_road trip_blood splatter_parody_survival_zombie_violence_survival horror_amusement park_twinkie_body count_zombification_disposing of a dead body_bitten on the arm_loner_aftercreditsstinger_zombie apocalypse_fear of clowns
The Waterboy|Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.|Comedy|sport_social outcast_ridicule_lawn mower_deserted by husband_low self esteem_black and white to color
The Empire Strikes Back|The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.|Adventure_Action_Science Fiction|rebel_android_asteroid_space battle_snow storm_space colony_spaceship_lightsaber_jedi_good vs evil_rebellion_the force_space opera_stormtrooper_wookie_jedi master_jedi training_droid
Bad Boys|Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.|Action_Comedy_Crime_Thriller|miami_detective_handcuffs_airport_mexican standoff_strip club_witness protection_car crash_internal affairs_gunfight_explosion_brutality_foot chase_car chase_drug lord_hangar_loose cannon_bust_reference to skittles_black cop_badge_action hero_corrupt cop
The Naked Gun 2½: The Smell of Fear|Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.|Comedy_Crime|washington d.c._usa president_spoof_the white house
Final Destination|After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.|Horror|omen_airplane accident_corpse_death_near-death experience
The Ides of March|Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.|Drama|ohio_politics_dirty tricks_presidential campaign_endorsement_campaign speech_presidential debate
Pitch Black|When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.|Thriller_Science Fiction_Action|darkness_dystopia_comet_alien life-form_survival_eclipse_flask_corps
Someone Like You...|Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.|Comedy_Romance|feminism_cohabitant_tv show_man-woman relation_man between two women
Her|In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.|Romance_Science Fiction_Drama|artificial intelligence_computer_love_loneliness_transhumanism_heartbreak_near future_singularity_bittersweet
Joy Ride|Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.|Mystery_Thriller_Drama|colorado_friendship_stalker_pokies_truck driver_cb radio_strange
The Adventurer: The Curse of the Midas Box|17-year-old Mariah Mundi's life is turned upside down when his parents vanish and his younger brother is kidnapped. Following a trail of clues to the darkly majestic Prince Regent Hotel, Mariah discovers a hidden realm of child-stealing monsters, deadly secrets and a long-lost artifact that grants limitless wealth – but also devastating supernatural power. With the fate of his world, and his family at stake, Mariah will risk everything to unravel the Curse of the Midas Box.|Fantasy_Adventure_Family|london england_based on novel_key_adventure_supernatural_steampunk
Anywhere But Here|In this adaptation of the Mona Simpson novel, single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.|Drama_Comedy_Romance|dream
The Crew|Four retired mobsters plan one last crime to save their retirement home.|Action_Comedy|
Haywire|Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.|Action_Thriller|mercenary_secret agent_rescue_foot chase_spanish
Jaws: The Revenge|After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.|Adventure_Thriller|shark attack_bahamas_dying and death_aggression by animal_sequel_revenge_underwater_shark_great white shark_animal attack_caribbean_christmas_banana boat
Marvin's Room|A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.|Drama|sister sister relationship_sister_leukemia_reunion_cancer_bone marrow transplant
The Longshots|The true story of Jasmine Plummer who, at the age of eleven, became the first female to play in Pop Warner football tournament in its 56-year history.|Drama_Family|
The End of the Affair|On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed.|Drama|bomb_sex_jealousy_infidelity_obsession_world war ii_passion_romance_cheating wife_church
Harley Davidson and the Marlboro Man|It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.|Action_Thriller|corruption_harley davidson_drug dealer_los angeles_las vegas
In the Valley of Elah|A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.|History_Drama_Thriller_Crime_Mystery|father son relationship_detective_war crimes_patriotism_homicide_investigation_iraq_military service_police_cover-up_disappearance_murder investigation
Coco Before Chanel|2009 biopic about the early life of Coco Chanel. Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar both. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.|Drama_History|fashion designer_woman director
Forsaken|John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer.|Western_Drama|
Cheri|A sumptuous dramatic comedy set in late 19th Century France, during the Belle Epoque, a period of social and cultural excess in European upper classes which ended only as the First World War erupted.|Drama_Comedy_Romance|
Vanity Fair|Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?|Drama_Romance|london england_british empire_lover_advancement_aristocrat_woman director
Bodyguards and Assassins|In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.|Drama_Action_History|assassination_martial arts_sword_blood splatter_impalement_beaten to death_hong kong_head bashed in_extreme violence_violent death_hook_bloody fight_throat slitting_violence
1408|A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.|Horror_Thriller|suicide_new york_hotel_fire_hotel room_wife husband relationship_suicide attempt_window_door_haunted house_research_ghost world_painting_telephone_loss of daughter_blood
Spaceballs|"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?"|Comedy_Science Fiction|android_lasergun_swordplay_temple_space marine_space battle_space travel_space mission_galaxy_comb_altar_magnet beam_jam_speed of light_plastic surgery_password_shield_nose_spoof
The Water Diviner|In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.|War_Drama|istanbul_australia_post world war i_farmer_missing in action_missing son_gallipoli campaign_inspired by true events
Ghost|Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.|Fantasy_Drama_Thriller_Mystery_Romance|corruption_fortune teller_money transfer_money laundering_pottery_afterlife_spiritism
There's Something About Mary|Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.|Romance_Comedy|surgeon_stalker_romantic comedy_dream girl_taboo_screwball comedy_frisbee_troubadour_gross out comedy_intellectual disability
The Santa Clause|Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.|Fantasy_Drama_Comedy_Family|holiday_christmas party_santa claus_deal_christmas tree_christmas
The Rookie|Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go.|Drama_Family|father son relationship_baseball_sports team_sport_life's dream_growing up
The Game Plan|Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.|Comedy_Family|american football_bachelor_sports team_sport_aerobics_tween girl_publicist
The Bridges of Madison County|Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.|Drama_Romance|farewell_adultery_love at first sight_photographer_wife husband relationship_iowa_love of one's life_mother role_bridge_housewife_love letter_peasant_marriage crisis_photography_unsociability_secret love_nature documentary
The Animal|When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.|Action_Comedy|dream_employee_car crash_scientist_police officer_organ donation_aftercreditsstinger_virility
Gandhi|In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.|Drama_History|muslim_indian lead_demonstration_world war ii_imprisonment_release from prison_south africa_bravery_hunger strike_colony_morning prayer_hindu_independence_british army_political negotiations_conference_nonviolent resistance_apartheid_british empire_protest_independence movement_bombay india_strike_freedom_prayer_world religion_hinduism_mahatma gandhi_calcutta
The Hundred-Foot Journey|A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.|Drama|france_based on novel_indian lead_restaurant_family
The Net|Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...|Crime_Drama_Mystery_Thriller_Action|cheating_new identity_computer virus_chase_computer_stalking
I Am Sam|Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family.|Drama|foster parents_pro bono_new baby_social services_learning_coffee shop manager_pizza hut_children's book_locked door_mentally handicapped man_child custody_woman director
Son of God|The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.|Drama|biography_resurrection
Underworld|Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.|Fantasy_Action_Thriller|budapest_subway_love of one's life_vampire_bite_descendant_hostility_shootout_werewolf_blunt_fang vamp
Derailed|When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.|Drama_Thriller|prison_chicago_rape_based on novel_hotel room_wife husband relationship_anonymous letter_blackmail_family's daily life_letter_business man_relationship problems_man between two women_revenge_deception_beating_violence_wallet_extramarital affair_embezzlement_advertising executive_flashback_abortion_commuter train
The Informant!|A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.|Drama_Comedy_Crime|agriculture_company_witness to murder
Shadowlands|C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham|Drama_Romance|bachelor_stroke of fate_brother_oxford_author_falling in love
Deuce Bigalow: European Gigolo|Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.|Comedy|painter_amsterdam_dolphin_europe_pimp_fetish_gigolo_wig_snorkel_whistle
Delivery Man|An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.|Comedy|remake_sperm donor
Our Kind of Traitor|A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.|Thriller|based on novel_woman director
Saving Silverman|A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band.|Comedy_Crime_Romance|female nudity_harassment_male friendship_dark comedy_director cameo_duringcreditsstinger
Diary of a Wimpy Kid: Dog Days|School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?|Comedy_Family|best friend_sweet sixteen_duringcreditsstinger
Summer of Sam|"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American South Bronx neighborhood who live in fear and distrust of one another."|Thriller_Drama_Crime_Romance|distrust_intolerance_punk rock_italian american_summer_bigotry_bronx
Jay and Silent Bob Strike Back|When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.|Comedy|film making_jay and silent bob_self mocking_character is subject of comic_reference to prince valiant_indiana jones spoof scene_monkey actor_view askew_gigantic hand_animal experimentation
